200.000000;1.669885;0.566236;0.468693;0.577232;0.335784;7.000000
200.500000;0.811456;0.562964;0.467023;0.616777;0.485263;0.671581
201.000000;0.982732;0.793878;7.000000;1.008137;0.948847;0.703937
201.500000;0.987706;1.089469;1.319557;0.953218;0.626219;0.821146
202.000000;0.823034;0.706752;1.012489;1.040610;0.799914;1.199268
202.500000;0.830165;1.337237;0.797454;1.235401;0.833072;1.080303
203.000000;1.075694;1.281413;1.149221;1.065054;0.946894;1.090514
203.500000;1.016875;1.280036;1.524231;1.020243;1.108390;1.459088
204.000000;1.154982;1.172132;1.541965;1.294888;1.157279;1.206441
204.500000;1.268192;1.290824;1.318391;1.270257;1.338914;1.244403
205.000000;1.249894;1.458338;1.367110;1.290420;1.388094;1.314750
205.500000;1.385123;1.376025;1.345668;1.323434;1.334040;1.289351
206.000000;1.325741;1.360200;1.413900;1.398545;1.402937;1.362947
206.500000;1.355661;1.388590;1.395154;1.362464;1.385409;1.357536
207.000000;1.362939;1.374331;1.388267;1.393373;1.397617;1.360246
207.500000;1.374530;1.395223;1.409124;1.400671;1.392667;1.373619
208.000000;1.364123;1.370467;1.371399;1.393308;1.394703;1.370852
208.500000;1.350166;1.370103;1.377907;1.398403;1.392813;1.364347
209.000000;1.337411;1.355201;1.375106;1.385799;1.393854;1.361183
209.500000;1.324391;1.339897;1.362786;1.371087;1.385243;1.351036
210.000000;1.323920;1.336918;1.343770;1.364198;1.362418;1.342268
210.500000;1.302416;1.308731;1.328381;1.348160;1.352349;1.320200
211.000000;1.280500;1.284748;1.299708;1.316216;1.327309;1.301438
211.500000;1.255998;1.271416;1.277838;1.298182;1.308544;1.271519
212.000000;1.233492;1.241231;1.253039;1.266268;1.275053;1.235917
212.500000;1.205786;1.211589;1.225471;1.235543;1.242325;1.201864
213.000000;1.176608;1.183391;1.191346;1.202206;1.205785;1.162986
213.500000;1.144502;1.153842;1.159455;1.167878;1.170305;1.125656
214.000000;1.119174;1.123586;1.126955;1.138155;1.135790;1.083794
214.500000;1.094638;1.096142;1.099219;1.104423;1.100150;1.048269
215.000000;1.072185;1.069946;1.072778;1.074214;1.066484;1.011177
215.500000;1.048666;1.046938;1.048560;1.047899;1.036515;0.977422
216.000000;1.030327;1.026667;1.024831;1.021898;1.009349;0.947328
216.500000;1.013363;1.007842;1.003671;1.000080;0.983336;0.920612
217.000000;0.998045;0.991295;0.986729;0.981182;0.962754;0.897440
217.500000;0.985185;0.978798;0.971435;0.964136;0.944859;0.877267
