200.000000;4.059310
200.500000;4.057048
201.000000;3.320606
201.500000;3.574503
202.000000;7.000000
202.500000;7.000000
203.000000;4.177509
203.500000;3.638135
204.000000;3.415893
204.500000;3.422520
205.000000;3.654950
205.500000;3.456065
206.000000;3.674830
206.500000;3.700996
207.000000;3.710394
207.500000;3.720054
208.000000;4.193184
208.500000;3.767247
209.000000;3.745865
209.500000;3.753381
210.000000;3.546745
210.500000;3.533391
211.000000;3.540075
211.500000;3.546459
212.000000;3.745777
212.500000;4.208849
213.000000;3.472549
213.500000;3.541937
214.000000;4.103352
214.500000;3.642940
215.000000;3.584221
215.500000;3.769053
216.000000;3.491683
216.500000;3.446027
217.000000;3.566186
217.500000;4.079859
218.000000;3.692656
218.500000;3.612640
219.000000;3.615874
219.500000;3.618983
220.000000;4.059072
220.500000;3.944286
221.000000;3.545506
221.500000;3.479144
222.000000;3.481815
222.500000;3.589662
223.000000;3.794175
223.500000;3.874317
224.000000;4.186431
224.500000;3.980277
225.000000;3.580209
225.500000;3.594558
226.000000;3.795598
226.500000;3.885449
227.000000;5.233356
227.500000;4.168663
228.000000;3.889810
228.500000;4.162639
229.000000;4.018401
229.500000;3.894579
230.000000;3.896019
230.500000;3.737903
231.000000;3.980610
231.500000;3.834321
232.000000;3.793337
232.500000;4.755656
233.000000;3.974735
233.500000;3.792768
234.000000;4.136201
234.500000;3.864086
235.000000;3.791265
235.500000;4.129436
236.000000;3.876313
236.500000;3.942091
237.000000;3.884989
237.500000;3.927920
238.000000;4.452090
238.500000;4.087593
239.000000;3.904351
239.500000;3.767248
240.000000;3.903503
240.500000;4.441926
241.000000;4.094524
241.500000;4.075027
242.000000;4.092037
242.500000;3.885972
243.000000;3.882653
243.500000;4.048503
244.000000;3.907798
244.500000;3.724788
245.000000;3.866917
245.500000;3.745891
246.000000;3.624261
246.500000;3.701363
247.000000;3.849533
247.500000;3.735182
248.000000;3.606477
248.500000;3.767924
249.000000;3.915046
249.500000;3.591860
250.000000;3.850563
250.500000;4.285289
251.000000;3.576510
251.500000;3.571185
252.000000;3.565988
252.500000;3.700028
253.000000;4.073777
253.500000;3.896096
254.000000;4.076289
254.500000;3.878902
255.000000;4.070334
255.500000;3.763588
256.000000;3.758255
256.500000;3.752816
257.000000;3.747583
257.500000;3.742331
258.000000;3.736833
258.500000;3.659544
259.000000;3.492157
259.500000;3.530663
260.000000;3.595009
260.500000;3.354074
261.000000;3.470366
261.500000;3.429709
262.000000;3.333519
262.500000;3.420029
263.000000;3.297299
263.500000;3.291896
264.000000;3.246005
264.500000;3.107385
265.000000;3.295377
265.500000;3.394992
266.000000;3.263076
266.500000;3.240002
267.000000;3.152292
267.500000;3.231129
268.000000;3.138579
268.500000;3.206738
269.000000;3.026789
269.500000;3.027894
270.000000;3.081488
270.500000;2.881440
271.000000;2.986291
271.500000;2.807353
272.000000;2.856657
272.500000;2.904214
273.000000;2.782753
273.500000;2.690697
274.000000;2.775225
274.500000;2.767870
275.000000;2.672711
275.500000;2.711418
276.000000;2.706411
276.500000;2.701728
277.000000;2.615216
277.500000;2.647926
278.000000;2.571446
278.500000;2.596442
279.000000;2.559328
279.500000;2.588695
280.000000;2.587272
280.500000;2.584463
281.000000;2.618384
281.500000;2.618525
282.000000;2.615146
282.500000;2.543426
283.000000;2.600837
283.500000;2.570944
284.000000;2.563696
284.500000;2.529579
285.000000;2.587696
285.500000;2.500232
286.000000;2.483740
286.500000;2.455032
287.000000;2.422852
287.500000;2.415655
288.000000;2.391044
288.500000;2.428845
289.000000;2.371517
289.500000;2.353892
290.000000;2.351593
290.500000;2.369697
291.000000;2.416400
291.500000;2.428222
292.000000;2.382746
292.500000;2.409791
293.000000;2.401730
293.500000;2.393112
294.000000;2.334013
294.500000;2.330677
295.000000;2.318693
295.500000;2.278486
296.000000;2.235716
296.500000;2.183498
297.000000;2.121736
297.500000;2.072153
298.000000;2.031008
298.500000;1.978213
299.000000;1.924104
299.500000;1.875622
300.000000;1.842107
300.500000;1.820904
301.000000;1.817653
301.500000;1.818702
302.000000;1.831659
302.500000;1.860223
303.000000;1.883373
303.500000;1.889071
304.000000;1.881731
304.500000;1.860216
305.000000;1.832364
305.500000;1.784277
306.000000;1.711038
306.500000;1.638071
307.000000;1.562544
307.500000;1.488438
308.000000;1.414125
308.500000;1.336379
309.000000;1.266423
309.500000;1.203232
310.000000;1.141628
310.500000;1.082631
311.000000;1.027595
311.500000;0.978412
312.000000;0.933133
312.500000;0.892174
313.000000;0.855026
313.500000;0.818846
314.000000;0.788076
314.500000;0.761004
315.000000;0.736127
315.500000;0.714025
316.000000;0.694600
316.500000;0.678637
317.000000;0.664111
317.500000;0.647936
318.000000;0.631080
318.500000;0.624098
319.000000;0.618687
319.500000;0.614323
320.000000;0.610780
320.500000;0.611036
321.000000;0.609997
321.500000;0.611854
322.000000;0.614114
322.500000;0.617991
323.000000;0.623999
323.500000;0.628487
324.000000;0.635904
324.500000;0.642728
325.000000;0.651101
325.500000;0.660783
326.000000;0.672782
326.500000;0.683586
327.000000;0.694548
327.500000;0.708943
328.000000;0.720644
328.500000;0.734471
329.000000;0.747701
329.500000;0.760377
330.000000;0.773719
330.500000;0.786193
331.000000;0.799680
331.500000;0.810436
332.000000;0.819762
332.500000;0.829355
333.000000;0.837437
333.500000;0.845325
334.000000;0.851122
334.500000;0.855993
335.000000;0.859201
335.500000;0.862146
336.000000;0.862603
336.500000;0.864216
337.000000;0.865139
337.500000;0.865605
338.000000;0.866772
338.500000;0.868313
339.000000;0.869046
339.500000;0.871241
340.000000;0.874093
340.500000;0.877203
341.000000;0.881181
341.500000;0.885890
342.000000;0.891931
342.500000;0.897861
343.000000;0.903873
343.500000;0.909446
344.000000;0.915188
344.500000;0.919802
345.000000;0.923550
345.500000;0.925051
346.000000;0.924007
346.500000;0.919993
347.000000;0.912691
347.500000;0.902122
348.000000;0.887302
348.500000;0.868756
349.000000;0.846354
349.500000;0.820597
350.000000;0.791579
350.500000;0.759130
351.000000;0.724683
351.500000;0.688150
352.000000;0.649667
352.500000;0.609723
353.000000;0.569030
353.500000;0.528123
354.000000;0.486980
354.500000;0.446523
355.000000;0.407331
355.500000;0.369684
356.000000;0.333591
356.500000;0.299506
357.000000;0.267453
357.500000;0.237478
358.000000;0.209956
358.500000;0.185257
