200.000000;1.863370;1.655234;1.792581;1.761883;1.787335;1.799933;1.663752
200.500000;2.110780;1.808864;1.902740;1.865955;1.748877;1.827281;1.694064
201.000000;1.929614;1.843357;1.857320;1.904520;1.785023;1.794474;1.791472
201.500000;1.885785;1.813699;1.825791;1.690022;1.760942;1.829635;1.712353
202.000000;1.789763;1.787433;1.853815;1.825706;1.789324;1.698260;1.693889
202.500000;1.820546;1.765693;1.825405;1.800489;1.820751;1.773632;1.725374
203.000000;1.849962;1.847420;1.757381;1.887780;1.909455;1.806776;1.754014
203.500000;1.881622;1.785545;1.788054;1.814518;1.833532;1.793582;1.785972
204.000000;1.821086;1.858720;1.819939;1.800855;1.817972;1.781576;1.740869
204.500000;1.847401;1.769297;1.809946;1.793140;1.770706;1.811859;1.806417
205.000000;1.802240;1.762422;1.736179;1.786146;1.797348;1.803852;1.925657
205.500000;1.795819;1.761042;1.826922;1.752306;1.827015;1.798048;1.914587
206.000000;1.738052;1.761497;1.796295;1.842255;1.857434;1.896681;1.943821
206.500000;1.762000;1.736934;1.766900;1.872870;1.823056;1.860246;1.930038
207.000000;1.720840;1.785686;1.742810;1.813463;1.819011;1.885091;1.957726
207.500000;1.744719;1.705734;1.745533;1.784699;1.845449;1.826037;1.985914
208.000000;1.752653;1.709243;1.753497;1.787519;1.874245;1.875388;1.945696
208.500000;1.692526;1.719392;1.725313;1.794737;1.854094;1.857669;1.970461
209.000000;1.696208;1.668219;1.714881;1.763111;1.876840;1.903804;1.967588
209.500000;1.679740;1.731565;1.708135;1.768016;1.803056;1.888097;1.965464
210.000000;1.702950;1.720816;1.747740;1.762378;1.838576;1.890058;2.077608
210.500000;1.692111;1.690955;1.708124;1.771021;1.832417;1.874755;2.029009
211.000000;1.669430;1.689229;1.715365;1.768474;1.823097;1.861719;2.020026
211.500000;1.679465;1.690775;1.728398;1.752443;1.815866;1.883291;1.997440
212.000000;1.648046;1.665228;1.690473;1.739102;1.824120;1.863599;1.940294
212.500000;1.633029;1.641352;1.670811;1.708786;1.775550;1.803392;1.922570
213.000000;1.609926;1.616169;1.659256;1.683256;1.739677;1.785076;1.899747
213.500000;1.581887;1.600458;1.614002;1.654727;1.704134;1.737058;1.866258
214.000000;1.553190;1.554690;1.579329;1.617904;1.666812;1.709060;1.797191
214.500000;1.518807;1.521792;1.541472;1.558518;1.604717;1.641827;1.721926
215.000000;1.486133;1.485654;1.505314;1.522614;1.568081;1.594404;1.657857
215.500000;1.458820;1.457725;1.468158;1.483501;1.511289;1.544806;1.581697
216.000000;1.429773;1.428198;1.438896;1.452829;1.463702;1.483655;1.510859
216.500000;1.404361;1.405443;1.407687;1.414040;1.424076;1.423427;1.448972
217.000000;1.390968;1.384977;1.379656;1.381797;1.390914;1.381912;1.383556
217.500000;1.374682;1.367446;1.361341;1.353296;1.352592;1.343395;1.324478
218.000000;1.359094;1.352314;1.344614;1.330786;1.324387;1.304251;1.276901
218.500000;1.345787;1.335712;1.330074;1.314081;1.294718;1.273872;1.236935
219.000000;1.334809;1.325969;1.315876;1.295539;1.274559;1.250752;1.203757
219.500000;1.326084;1.313243;1.299371;1.282294;1.259678;1.231151;1.176425
220.000000;1.317676;1.304427;1.290619;1.274026;1.244780;1.213277;1.156923
220.500000;1.311479;1.296188;1.284494;1.260294;1.232377;1.201864;1.143722
221.000000;1.304036;1.289526;1.274993;1.253386;1.221915;1.193355;1.133855
221.500000;1.296512;1.280872;1.267943;1.246469;1.218242;1.188697;1.125677
